shift_id,category,note
S107410,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S107063,relief_no_show,stood in for molefe
S100720,relief_no_show,Wyk off sick. again. covered.
S103641,routine_or_unclear,"client says stay till 0600, dont know if office approoved.."
S101110,client_request,extra hrs approved by client for the event settup
S100472,routine_or_unclear,quiet shift
S104332,relief_no_show,"next shift akafikanga, ngihlale kuze kube 6"
S103216,handover_delay,"waited 50 min for handover, ob book not signed"
S102518,relief_no_show,DOUBLE SHIFT BECAUSE RELIEF NEVER PITCHED
S100338,client_request,"client wanted extra man on the gate for the event, approved"
S105613,client_request,"client wanted extra man on the gate for the event, approved"
S103748,relief_no_show,Next shift guard did not pitch. Had to cover.
S109340,relief_no_show,stood in for nkosi
S108023,relief_no_show,covered for september again - 3rd time this month
S107298,routine_or_unclear,"double duty today, naidoo on fammily responsibility leave.."
S103767,client_request,CLIENT REQUESTED DEEP CLEAN BEFORE THE AUDIT - APPROVED
S104346,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S105195,routine_or_unclear,"gedek vir Baloyi, siek gemeld"
S100144,relief_no_show,Next shift guard did not pitch. Had to cover.
S105423,routine_or_unclear,"worked through, nkosi at the clinic"
S105333,routine_or_unclear,"took Adams shift as well, 2 posts 1 guard"
S107610,routine_or_unclear,ok
S107767,relief_no_show,"waited for relief, nobody came througgh"
S107972,client_request,"client asked us to stay for the delivery, okd' by centre mgmt"
S107177,client_request,"client asked us to stay for the delivery, okd' by centre mgmt"
S109105,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S100969,routine_or_unclear,all fine
S105370,relief_no_show,"covering Ndlovu post, no show no call !"
S106526,routine_or_unclear,no incidents
S103981,routine_or_unclear,"buffer machine kaput, did the floor by hand"
S109295,client_request,"extra patrol per client email, approved by office"
S102075,relief_no_show,mabaso off sick. agn. covered..
S102160,client_request,klient het ektra ure gevra vir stocktake
S104074,routine_or_unclear,"scrubber broke down, had to do the floor manually"
S100166,routine_or_unclear,"buffer machine kaput, did the floor by hand"
S102535,routine_or_unclear,quiet shift
S105844,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt.."
S100735,routine_or_unclear,"requested by centre management for load in, signed off"
S105683,client_request,klient het ekstra ure gevra vir stocktake
S107998,relief_no_show,"control room says relief coming, nobody came.."
S100574,routine_or_unclear,covering for ngcobo - booked off sick
S103505,routine_or_unclear,Covering for Mavuso - booked off sick
S104752,routine_or_unclear,.
S100876,routine_or_unclear,"worked through, Mavuso at the clinic"
S102156,client_request,kliennt het ekstra ure gevra vir stocktake
S106609,handover_delay,shift handover delayed by 25 min
S103588,handover_delay,"late handover, waiting on paperwork"
S101813,routine_or_unclear,ntr
S106469,client_request,CENTRE MANAGER REQUESTED ADDITIONAL COVER FOR STOCKTAKE
S101115,relief_no_show,"control room says relief coming, nobody came"
S108703,routine_or_unclear,"scrubber broke down, had to do the floor manually"
